1_ Acadia National Park_ 58_ 1_ mmypqkmmtv.com_ 12, 34_ Snow_ 38.44641111632826, 97.83878254188997
2_ American Samoa National Park_ 54_ 2_ rsqvsaynpg.com_ 3, 47_ Small Hail_ 34.160202201989016, 93.4265001398777
3_ Arches National Park_ 53_ 3_ asfnmmalfj.com_ -50, 62_ Snow Grains_ 34.03884439664211, 97.62012146977136
4_ Badlands National Park_ 54_ 4_ jprkisnmuv.com_ 12, 93_ Snow_ 34.98260360748521, 114.17351388467159
5_ Big Bend National Park_ 24_ 5_ dfhwufxrmg.com_ -12, 82_ Drizzle_ 36.13196282457809, 88.52722824453427
6_ Biscayne National Park_ 4_ 6_ jzlsvhqezy.com_ -17, 33_ Hail_ 34.50008474679257, 89.30043792922476
7_ Black Canyon of the Gunnison National Park_ 50_ 7_ dbqtpcrrcn.com_ -32, 82_ Ice Pellets_ 38.4795558943074, 81.22269076550391
8_ Bryce Canyon National Park_ 13_ 8_ gguvgtcmzi.com_ 30, 75_ Snow_ 34.398965544965776, 105.01928755254778
9_ Canyonlands National Park_ 39_ 9_ gtafhrcxfi.com_ -7, 13_ Rain_ 35.66573012777998, 110.66738727323971
10_ Capitol Reef National Park_ 51_ 10_ oiwjuzeajk.com_ 22, 74_ Drizzle_ 34.67219542540912, 94.7147351975144
11_ Carlsbad Caverns National Park_ 8_ 11_ ymdhjiogiv.com_ 4, 32_ Hail_ 39.4496833933063, 87.36005878466528
12_ Channel Islands National Park_ 9_ 12_ nkfslzwszp.com_ -42, 89_ Drizzle_ 34.25255962400616, 79.47822537835285
13_ Congaree National Park_ 60_ 13_ mmtzomgupw.com_ 27, 93_ Snow_ 34.58680148029486, 93.2701906293493
14_ Crater Lake National Park_ 26_ 14_ griweuapvd.com_ 20, 111_ Drizzle_ 34.87206857404338, 81.15797837485945
15_ Cuyahoga Valley National Park_ 28_ 15_ zknbiwztqw.com_ -29, 100_ Rain_ 35.1186953173991, 81.86586820289179
16_ Death Valley National Park_ 58_ 16_ synvnubcvy.com_ 19, 32_ Snow Grains_ 34.89338699482726, 105.48005771411084
17_ Denali National Park_ 27_ 17_ bqrgzslurz.com_ -20, 79_ Snow_ 38.73947743728564, 113.06223041250186
18_ Dry Tortugas National Park_ 3_ 18_ jhdkzdrckt.com_ 24, 58_ Ice Pellets_ 34.01808019240765, 97.28739753851073
19_ Everglades National Park_ 41_ 19_ lzxukhnxyh.com_ 17, 30_ Rain_ 37.702595857006145, 112.12157516310684
20_ Gates of the Arctic National Park_ 56_ 20_ kkotidyozp.com_ -49, -20_ Hail_ 34.31365074209474, 95.3582570354499
21_ Gateway Arch National Park_ 52_ 21_ hadwblpkqr.com_ 49, 80_ Small Hail_ 34.93047369826338, 84.20435595711862
22_ Glacier National Park_ 16_ 22_ ultvgryxtg.com_ 22, 89_ Ice Pellets_ 37.874304891875056, 74.25253459233079
23_ Glacier Bay National Park_ 19_ 23_ sjtujmbcyk.com_ 10, 100_ Snow Grains_ 38.67789350932178, 85.58534958944271
24_ Grand Canyon National Park_ 22_ 24_ orfaujgziq.com_ 25, 46_ Drizzle_ 37.12508374310042, 86.27490398101926
25_ Grand Teton National Park_ 26_ 25_ rsxtoqqzxh.com_ 12, 41_ Rain_ 34.917201238892545, 101.48183507976572
26_ Great Basin National Park_ 23_ 26_ bxzxhpwzpk.com_ 44, 83_ Drizzle_ 35.83448953020263, 111.45066964903299
27_ Great Sand Dunes National Park_ 37_ 27_ weuhfynlbc.com_ -10, 89_ Rain_ 38.91585036160901, 82.29857319573948
28_ Great Smoky Mountains National Park_ 21_ 28_ mfgxqaqynm.com_ -27, -22_ Small Hail_ 35.25211421328865, 85.67168850141549
29_ Guadalupe Mountains National Park_ 6_ 29_ kmcksybids.com_ -35, 44_ Hail_ 39.27024876270993, 86.87669549873276
30_ Haleakala National Park_ 1_ 30_ dshdkbsijh.com_ 24, 61_ Rain_ 39.96431797525914, 89.28105480205552
31_ Hawaii Volcanoes National Park_ 51_ 31_ wgevijwbay.com_ -2, 87_ Ice Pellets_ 35.01480442267446, 109.19008151711533
32_ Hot Springs National Park_ 49_ 32_ uozgwencxk.com_ -27, 110_ Drizzle_ 38.05667494086051, 104.01410097285302
33_ Indiana Dunes National Park_ 16_ 33_ qjamypsnpa.com_ 36, 82_ Ice Pellets_ 36.74015842832533, 116.4273081508457
34_ Isle Royale National Park_ 62_ 34_ lzqsopczpf.com_ -21, 53_ Drizzle_ 34.01194143627392, 75.4020207224857
35_ Joshua Tree National Park_ 22_ 35_ mfpbohfjnf.com_ -13, 85_ Ice Pellets_ 39.23321573842499, 110.14875348873186
36_ Katmai National Park_ 64_ 36_ cubclszhxg.com_ -43, 98_ Ice Crystals_ 35.21341473716178, 98.45892524712806
37_ Kenai Fjords National Park_ 57_ 37_ mumogxjvfq.com_ 0, 99_ Drizzle_ 38.09265041049758, 98.30687352619533
38_ Kings Canyon National Park_ 2_ 38_ xerrbqdhzh.com_ -46, 82_ Ice Crystals_ 38.94776318731833, 92.59129290570334
39_ Kobuk Valley National Park_ 50_ 39_ xxkenmdqaz.com_ -23, 60_ Ice Crystals_ 34.79104619326004, 95.40397186581635
40_ Lake Clark National Park_ 15_ 40_ zbtiiuaqlq.com_ 25, 105_ Hail_ 35.895292478762165, 86.10172379607766
41_ Lassen Volcanic Park_ 64_ 41_ jrdyplwekg.com_ 16, 73_ Drizzle_ 34.164500709244614, 88.36158050825075
42_ Mammoth Cave Park_ 61_ 42_ xfjygvmqvu.com_ -5, 25_ Drizzle_ 38.826437166382405, 101.65472045766751
43_ Mesa Verde National Park_ 58_ 43_ iadyztchwf.com_ -18, 16_ Small Hail_ 38.33173069979714, 92.10231423988449
44_ Mount Rainier National Park_ 39_ 44_ rsprfuskxq.com_ -4, 62_ Ice Crystals_ 37.38304583053969, 108.23089664710399
45_ North Cascades National Park_ 53_ 45_ fdgcpafjhl.com_ -5, 100_ Ice Crystals_ 34.226681312933906, 94.95160493529804
46_ Olympic National Park_ 26_ 46_ nkamdzdxun.com_ 45, 73_ Ice Pellets_ 38.0696542720719, 106.06000753534178
47_ Petrified Forest National Park_ 4_ 47_ jkwuiethsg.com_ -8, 6_ Ice Pellets_ 39.206277939747295, 116.5977028008779
48_ Pinnacles National Park_ 63_ 48_ nxjjdjisdn.com_ 18, 69_ Snow_ 39.418783958223806, 116.303740585858
49_ Redwood National Park_ 29_ 49_ kyprqpyocy.com_ 43, 78_ Hail_ 36.68026387314084, 81.75873091635506
50_ Rocky Mountain National Park_ 30_ 50_ pxkmsnpdtk.com_ 45, 90_ Snow Grains_ 35.16562677184508, 110.2032913929095
51_ Saguaro National Park_ 56_ 51_ lvvwqoxjir.com_ -32, 37_ Rain_ 35.25138312399078, 94.31963175798519
52_ Sequoia National Park_ 33_ 52_ torjhwnirs.com_ 4, 62_ Hail_ 34.95318362550574, 104.2733270918518
53_ Shenandoah National Park_ 42_ 53_ hcmdnxiwyz.com_ 9, 115_ Ice Pellets_ 35.08244359060209, 84.3838043479438
54_ Theodore Roosevelt National Park_ 27_ 54_ fqfzgpzbsi.com_ -1, 71_ Small Hail_ 37.40975555138763, 107.73194450044431
55_ Virgin Islands National Park_ 22_ 55_ fzzbvvqkvj.com_ 10, 112_ Snow Grains_ 34.88270103719055, 74.74702396448478
56_ Voyageurs National Park_ 51_ 56_ nnguobwujf.com_ -43, -22_ Ice Pellets_ 34.17896319036769, 79.04176143258613
57_ Wind Cave National Park_ 13_ 57_ tjtjvsxynr.com_ 20, 45_ Ice Pellets_ 34.233362785142134, 92.86890984582101
58_ Wrangell-St. Elias National Park_ 57_ 58_ vpfmlarith.com_ 4, 38_ Drizzle_ 36.475724940407375, 100.74362598663978
59_ Yellowstone National Park_ 17_ 59_ sjuxkjeqtv.com_ 46, 73_ Rain_ 34.83000914121033, 89.2412936103317
60_ Yosemite National Park_ 52_ 60_ mldypmdbdz.com_ -42, 98_ Ice Pellets_ 39.1309465980061, 94.52761566738467
61_ Zion National Park_ 19_ 61_ sewizrntsg.com_ -45, 93_ Hail_ 39.38809798327937, 100.64862536471642
